"Aicte ID,Name,Address,Zone,City,District,State,Institution Type"
"1-36950534585,GURU TEGH BAHADUR INSTITUTE OF TECHNOLOGY,G - 8 AREA RAJOURI GARDEN,Rajouri Garden,NEW DELHI,Delhi,Delhi,Private-Self Financing"
"1-36953075603,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,MSIT C-4 JANAKPURI NEW DELHI- 110058,Janakpuri,NORTH WEST DELHI,Delhi,Delhi,Private-Self Financing"
"1-36959461858,GURU TEGH BAHADUR 4TH CENTENARY ENGINEERING COLLEGE,""GURU TEGH BAHADUR POLYTECHNIC INSTITUTE, G-8 AREA, RAJOURI GARDEN, NEW DELHI-110027"",Rajouri Garden,SOUTH DELHI,Delhi,Delhi,Private-Self Financing"
"1-36960600114,MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY,""AGRASEN CHOWK, PSP AREA, PLOT NO. - 1, SECTOR - 22, ROHINI"",Rohini,WEST DELHI,Delhi,Delhi,Private-Self Financing"
"1-36961643339,BHAGWAN PARSHURAM INSTITUTE OF TECHNOLOGY,""PSP AREA-4, SECTOR-17,(OPP. SEC-11), ROHINI, DELHI-110089"",Rohini,NORTH DELHI,Delhi,Delhi,Private-Self Financing"
"1-36970887009,DELHI TECHNOLOGICAL UNIVERSITY,SHAHBAD DAULATPUR BAWANA ROAD,Shahbad Daulatpur,NORTH WEST DELHI,Delhi,Delhi,State Government University"
"1-36971650662,VIVEKANANDA INSTITUTE OF PROFESSIONAL STUDIES- TECHNICAL CAMPUS,""AU BLOCK (OUTER RING ROAD), PITAMPURA, DELHI- 110088"",Pitampura,NORTH DELHI,Delhi,Delhi,Private-Self Financing"
"1-36975607610,DSEU WAZIRPUR I CAMPUS,WAZIRPUR INDUSTRIAL AREA,Wazirpur Industrial Area,NORTH WEST DELHI,Delhi,Delhi,State Government University"
"1-38669412441,INDRAPRASTHA INSTITUTE OF INFORMATION TECHNOLOGY DELHI,""INDRAPRASTHA INSTITUTE OF INFORMATION TECHNOLOGY - DELHI (IIIT-DELHI) OKHLA INDUSTRIAL ESTATE,PHASE III (NEAR GOVIND PURI METRO STATION)"",Okhla Industrial Estate,SOUTH DELHI,Delhi,Delhi,State Government University"
"1-38690071671,HMR INSTITUTE OF TECHNOLOGY AND MANAGEMENT,PLOT NO.370&364 HAMIDPUR,Hamidpur,NORTH WEST DELHI,Delhi,Delhi,Private-Self Financing"
"1-43382468006,G.B.PANT DSEU OKHLA I CAMPUS,OKHKA INDUSTRIAL ESTATE PHASE III NEW DELHI,Okhka Industrial Estate,SOUTH DELHI,Delhi,Delhi,Government"
"1-36201263398,DR.MAHALINGAM COLLEGE OF ENGINEERING AND TECHNOLOGY,""MACKKINAICKENPATTI (POST), UDUMALAI ROAD, POLLACHI 642003"",Pollachi,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36209788142,NADAR SARASWATHI COLLEGE OF ENGINEERING & TECHNOLOGY,""VADAPUDUPATTI, ANNANJI (PO)"",Annanji,THENI,THENI,Tamil Nadu,Private-Self Financing"
"1-36210083836,SASURIE COLLEGE OF ENGINEERING,VIJAYAMANGALAM TIRUPPUR - 638 056,Tiruppur,TIRUPPUR,TIRUPPUR,Tamil Nadu,Private-Self Financing"
"1-36210675296,ARIYALUR ENGINNERING COLLEGE,""TRICHY - CHIDAMBARAM MAIN ROAD, KARUPPUR - SENAPATHY (PO)"",Ariyalur,ARIYALUR,ARIYALUR,Tamil Nadu,Private-Self Financing"
"1-36211439928,ACADEMY OF MARITIME EDUCATION AND TRAINING DEEMED TO BE UNIVERSITY,""NO.135, EAST COAST ROAD, KANATHUR, REDDYKUPPAM, CHENNAI"",Chennai,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Deemed to be University(Pvt)"
"1-36214257299,GOVERNMENT COLLEGE OF ENGINEERING,VASAVI COLLEGE(PO) ERODE (DT) PIN -638316,Erode,ERODE,ERODE,Tamil Nadu,Government"
"1-36214463326,KARPAGAM COLLEGE OF ENGINEERING,""SF NO : 758, 759, 760 OTHAKKAL MANDAPAM COIMBATORE - 641 032"",Coimbatore,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36214506754,VEERAMMAL ENGINEERING COLLEGE,PVP NAGAR K.SINGRAKKOTTAI DINDIGUL DISTRICT-624 708 TAMILNADU,K.Singrakkottai,DINDIGUL,DINDIGUL,Tamil Nadu,Private-Self Financing"
"1-36215480870,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,""JEPPIAAR NAGAR, RAJIV GANDHI SALAI"",Chennai,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Deemed to be University(Pvt)"
"1-36217747356,ANNAMALAIAR COLLEGE OF ENGINEERING,CHETPET-POLUR ROAD POLUR T.K THIRUVANNAMALAI DIST,Polur,TIRUVANNAMALAI,TIRUVANNAMALAI,Tamil Nadu,Private-Self Financing"
"1-36217971443,JANSONS INSTITUTE OF TECHNOLOGY,""SF.NO 443/1,2, 442/1A & 442/1B KARUMATHAMPATTY, COIMBATORE - 641659"",Coimbatore,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36218736579,SASTRA DEEMED UNIVERSITY,TIRUMALAISAMUDRAM,Tirumalaisamudram,THANJAVUR,THANJAVUR,Tamil Nadu,Deemed to be University(Pvt)"
"1-36219126777,RAJIV GANDHI COLLEGE OF ENGINEERING,""NEMILI VILLAGE, SRIPERUMBUDUR,PIN - 602105"",Sriperumbudur,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Private-Self Financing"
"1-36220501507,PERI INSTITUTE OF TECHNOLOGY,""MANNIVAKKAM, TAMBARAM, CHENNAI"",Tambaram,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Private-Self Financing"
"1-36221603082,LATHA MATHAVAN ENGINEERING COLLEGE,LATHA MATHAVAN NAGAR KIDARIPATTI MELUR TALUK MADURAI DISTRICT,Melur,MADURAI,MADURAI,Tamil Nadu,Private-Self Financing"
"1-36222731800,LOURDES MOUNT COLLEGE OF ENGINEERING AND TECHNOLOGY,MARTHANDAM - KARUNGAL ROAD CHUNDAVILAI MULLANGANAVILAI NATTALAM POST,Nattalam,KANYAKUMARI,KANYAKUMARI,Tamil Nadu,Private-Self Financing"
"1-36223174692,THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY,BAGAYAM VELLORE-2,Vellore,VELLORE,VELLORE,Tamil Nadu,Government"
"1-36224371933,MARTHANDAM COLLEGE OF ENGINEERING AND TECHNOLOGY,""P.M. VILLAGE ROAD, KUTTAKUZHI, VEEYANNOOR POST, KANYAKUMARI DISTRICT, TAMIL NADU."",Veeyannoor,KANYAKUMARI,KANYAKUMARI,Tamil Nadu,Private-Self Financing"
"1-36225428066,V V COLLEGE OF ENGINEERING,""V V NAGAR, ARASUR VILLAGE, IDAICHIVILAI POST, SATHANKULAM TALUK, TUTICORIN DISTRICT, TAMIL NADU STATE, PIN - 628656 SOUTH INDIA."",Sathankulam,THOOTHUKUDI,THOOTHUKUDI,Tamil Nadu,Private-Self Financing"
"1-36225939470,IDHAYA ENGINEERING COLLEGE FOR WOMEN,NAINARPALAYAM ROAD CHINNA SALEM VILLUPURAM DT,Chinna Salem,VILUPPURAM,VILUPPURAM,Tamil Nadu,Private-Self Financing"
"1-36226349349,SUGUNA COLLEGE OF ENGINEERING,""NEHRU NAGAR (WEST), KALAPATTI ROAD, CIVIL AERODROME (PO)"",Coimbatore North,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36226586966,PODHIGAI COLLEGE OF ENGINEERING & TECHNOLOGY,""SALEM MAIN ROAD, ADIYUR POST,TIRUPATTUR TALUK - 635 601. VELLORE DIST TAMILNADU"",Tirupattur,VELLORE,VELLORE,Tamil Nadu,Private-Self Financing"
"1-36226790310,TAGORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,""SALEM-CHENNAI MAIN ROAD, DEVIYAKURICHI - 636 112, ATTUR(TK), SALEM(DT), TAMIL NADU"",Salem,SALEM,SALEM,Tamil Nadu,Private-Self Financing"
"1-36227233269,""R.V.S. EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS R.V.S. SCHOOL OF ENGINEERING & TECHNOLOGY, R.V.S. SCHOOL OF BUSINESS MANAGEMENT, R.V.S. SCHOOL OF COMPUTER APPLICATION"",R.V.S. NAGAR N.PARAIPATTI POST,Dindigul,DINDIGUL,DINDIGUL,Tamil Nadu,Private-Self Financing"
"1-36227334174,PARK COLLEGE OF TECHNOLOGY,""PREMA RAVI NAGAR, KARUMATHAMPATTY, COIMBATORE - 641659"",Coimbatore South,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36227400248,MANGAYARKARASI COLLEGE OF ENGINEERING,""7-1-139, 1ST STREET, MANGAYARKARASI NAGAR, PARAVAI, MADURAI - 625402."",Madurai East,MADURAI,MADURAI,Tamil Nadu,Private-Self Financing"
"1-36227918434,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,NO 1 V.G.R NAGAR V.G.R GARDENS PANDUR THIRUVALLUR,Pandur,THIRUVALLUR,THIRUVALLUR,Tamil Nadu,Private-Self Financing"
"1-36228510229,HOLYCROSS ENGINEERING COLLEGE,""7/131, VAGAIKULAM SRIVAIKUNTAM EXPRESS ROAD SRI MULAKARAI, THANNOOTHU VILLAGE,SRIVAIKUNTAM TALUK"",SrivaiKuntam,THOOTHUKUDI,THOOTHUKUDI,Tamil Nadu,Private-Self Financing"
"1-36228618155,SRG ENGINEERING COLLEGE,""SH-95, MOHANUR ROAD, ANIYAPURAM"",Mohanur,NAMAKKAL,NAMAKKAL,Tamil Nadu,Private-Self Financing"
"1-36228726245,M.E.T. ENGINEERING COLLEGE,""NO:13/142A9/9, MOGALS GARDEN, CHENBAGARAMANPUTHUR, THOVALAI TALUK, KANYAKUMARI DIST. TAMIL NADU, PINCODE: 629304"",Thovalai,KANYAKUMARI,KANYAKUMARI,Tamil Nadu,Private-Self Financing"
"1-36229116166,ST. ANNE'S COLLEGE OF ENGINEERING AND TECHNOLOGY,ANGUCHETTYPALAYAM SIRUVATHUR POST PANRUTI TALUK CUDDALORE DISTRICT,Panruti,CUDDALORE,CUDDALORE,Tamil Nadu,Private-Self Financing"
"1-36229447980,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,""ARAPPAKKAM VILLAGE, ARCOT ROAD, WALAJA TALUK, VELLORE DIST."",Walaja,VELLORE,VELLORE,Tamil Nadu,Private-Self Financing"
"1-36230207169,RAJAGOPAL POLYTECHNIC COLLEGE,""KATPADI ROAD, GANDHINAGAR GUDIYATTAM- 632 602."",Gudiyattam,VELLORE,VELLORE,Tamil Nadu,Govt aided"
"1-36230207781,A.R.J COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMAKKOTTAI MAIN ROAD EDAYARNATHAM VILLAGE,Thirumakkottai,THIRUVARUR,THIRUVARUR,Tamil Nadu,Private-Self Financing"
"1-36230735149,KIT-KALAIGNARKARUNANIDHI INSTITUTE OF TECHNOLOGY,""S.F. NO. 282, S.F. NO. 283 KANNAMPALAYAM POST, COIMBATORE"",Coimbatore North,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36231137154,NELLIANDAVAR INSTITUTE OF TECHNOLOGY,""NERUNJIKORAI VILLAGE, PUDHUPALAYAM, ARIYALUR TK & DT"",Ariyalur,ARIYALUR,ARIYALUR,Tamil Nadu,Private-Self Financing"
"1-36231567197,ST. JOSEPH'S COLLEGE OF ENGINEERING AND TECHNOLOGY,""A. S. NAGAR, ELLUPATTI, RAWASAPATTI POST, INATHUKANPATTI VILLAGE, THANJAVUR - 613 403."",Inathukanpatti,THANJAVUR,THANJAVUR,Tamil Nadu,Private-Self Financing"
"1-36232004597,SRM MADURAI COLLEGE FOR ENGINEERING & TECHNOLOGY,POTTAPALAYAM VILLAGE MANAMADURAI TALUK SIVAGANGAI DISTRICT,Manamadurai,SIVAGANGA,SIVAGANGA,Tamil Nadu,Private-Self Financing"
"1-36232082508,M.P.NACHIMUTHU M.JAGANATHAN ENGINEERING COLLEGE,""CHENNIMALAI, ERODE - 638 112."",Erode,ERODE,ERODE,Tamil Nadu,Private-Self Financing"
"1-36232374991,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY,""MITTAPALLI, BALINAYANAPALLI (POST), ELATHAGIRI (S.O), KRISHNAGIRI (DISTRICT) PIN CODE: 635 108."",Elathagiri,KRISHNAGIRI,KRISHNAGIRI,Tamil Nadu,Private-Self Financing"
"1-36232657441,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,""AVINASHI ROAD(NH-47), KANIYUR, COIMBATORE-641659."",Coimbatore North,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36232727295,MEENAKSHI COLLEGE OF ENGINEERING,""12, VEMBULI AMMAN KOIL STREET, WEST K K NAGAR, CHENNAI - 600 078"",KK Nagar West,CHENNAI,CHENNAI,Tamil Nadu,Private-Self Financing"
"1-36232868937,SMK FOMRA INSTITUTE OF TECHNOLOGY,""OLD MAHABALIPURAM ROAD, IT HIGHWAY, THAIYUR, NEAR KELAMBAKKAM,"",Chengalpattu,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Private-Self Financing"
"1-36233009611,SUDHARSAN ENGINEERING COLLEGE,SATHIYAMANGALAM KULATHUR TALUK PUDKKOTTAI DISTRICT 622501,Kulathur,PUDUKKOTTAI,PUDUKKOTTAI,Tamil Nadu,Private-Self Financing"
"1-36233735515,RRASE COLLEGE OF ENGINEERING,""VANJUVANCHERRY, PADAPPAI, SRIPERUMBADUR, KANCHEEPURAM"",Sriperumbudur,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Private-Self Financing"
"1-36234022765,JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY,""DINDIGUL-THENI MAIN ROAD, (NHB EXTN.), AATHUPATTIPRIVU, VEERAKKAL B P O, N.PANJAMPATTI P. O., DINDIGUL-624303"",Athupatti,DINDIGUL,DINDIGUL,Tamil Nadu,Private-Self Financing"
"1-36234159919,UNIVERSAL COLLEGE OF ENGINEERING & TECHNOLOGY,""ANBAGAM CAMPUS, KADAMBANKULAM VILLAKKU, RADHAPURAM ROAD, VALLIOOR"",Vallioor,TIRUNELVELI,TIRUNELVELI,Tamil Nadu,Private-Self Financing"
"1-36234412042,SREE SAKTHI ENGINEERING COLLEGE,""899/1&898/2 BETTATHAPURAM,BILICHI VILLAGE, KARAMADAI"",Mettupalayam,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36234521268,SRI KRISHNA COLLEGE OF ENGINEERING,""T.R.S.CAMPUS, SRI KRISHNA NAGAR, TIRUTTANI ROAD,"",Tiruttani,VELLORE,VELLORE,Tamil Nadu,Private-Self Financing"
"1-36234731588,OXFORD COLLEGE OF ENGINEERING,""VENMANI VILLAGE, KARAIPOONDI POST, POLUR 606 803"",Polur,TIRUVANNAMALAI,TIRUVANNAMALAI,Tamil Nadu,Private-Self Financing"
"1-36235268760,A V S COLLEGE OF TECHNOLOGY,""ATTUR MAIN ROAD , NEAR AVS COLLEGE OF ARTS & SCIENCE, CHINNAGOUNDAPURAM, SALEM - 636 106."",Salem,SALEM,SALEM,Tamil Nadu,Private-Self Financing"
"1-36235938805,THIRUMALAI ENGINEERING COLLEGE,KILAMBI KRISHNAPURAM POST,Kanchipuram,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Private-Self Financing"
"1-36236707061,SRI SAI RAM INSTITUTE OF TECHNOLOGY,""SAI LEO NAGAR, DHARKAST ROAD, WEST TAMBARAM, CHENNAI.600 044"",Tambaram West,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Private-Self Financing"
"1-36237239582,SRI VIDYA COLLEGE OF ENGINEERING & TECHNOLOGY,""SIVAKASI MAIN ROAD, P.KUMARALINGAPURAM, VIRUDHUNAGAR-626005 TAMIL NADU."",Virudhunagar,VIRUDHUNAGAR,VIRUDHUNAGAR,Tamil Nadu,Private-Self Financing"
"1-36237411568,SARDAR RAJA COLLEGE OF ENGINEERING,""RAJA NAGAR, ALANGULAM, TIRUNELVELI DIST, TAMILNADU."",Alangulam,TIRUNELVELI,TIRUNELVELI,Tamil Nadu,Private-Self Financing"
"1-36237880829,E.S.COLLEGE OF ENGINEERING AND TECHNOLOGY,""CHENNAI TRUNK ROAD, AYYANKOILPATTU,"",Ayyankoilpattu,VILUPPURAM,VILUPPURAM,Tamil Nadu,Private-Self Financing"
"1-36238699329,KGISL INSTITUTE OF TECHNOLOGY,""365, KGISL CAMPUS, THUDIYALUR ROAD, SARAVANAMPATTI COIMBATORE - 641 035"",Saravanampatti,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36239440202,R.M.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,R.S.M. NAGAR PUDUVOYAL - 601 206 GUMMIDIPOONDI TALUK THIRUVALLUR DISTRICT TAMILNADU,Gummidipoondi,THIRUVALLUR,THIRUVALLUR,Tamil Nadu,Private-Self Financing"
"1-36239781681,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,""SRI KALAIVANI NAGAR, ERODE-SATHY MAIN ROAD, OTHAKUTHIRAI, K.METTUPALAYAM (PO) GOBICHETTIPALAYAM - 638 455 ERODE (DISTRICT), TAMILNADU, INDIA."",Gobichettipalayam,ERODE,ERODE,Tamil Nadu,Private-Self Financing"
"1-36239853898,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,""ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING VADAMAVANDAL VILLAGE, NAMANDI POST,(NEAR KANCHIPURAM),"",Namandi,TIRUVANNAMALAI,TIRUVANNAMALAI,Tamil Nadu,Private-Self Financing"
"1-36240850908,ANNAI VEILANKANNIS COLLEGE OF ENGINEERING,""33 GANDHI ROAD,NEDUNGUNDRAM"",Nedungundram,CHENNAI,CHENNAI,Tamil Nadu,Private-Self Financing"
"1-36240995421,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,""IRUMBEDU, ARNI T.K., ARNI TIRUVANNAMALAI DIST.,"",Arni,TIRUVANNAMALAI,TIRUVANNAMALAI,Tamil Nadu,Private-Self Financing"
"1-36241774873,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY,""KUTTATHUPATTI VILLAGE, BEGAMBUR POST, DINDIGUL TALUK, DINDIGUL DISTRICT, TAMILNADU"",Dindigul,DINDIGUL,DINDIGUL,Tamil Nadu,Private-Self Financing"
"1-36242011051,P.T.LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING & TECHNOLOGY,""OOVERY, VELIYUR POST, KANCHIPURAM, KANCHIPURAM DT. PIN : 631 502. TAMIL NADU, SOUTH INDIA."",Kanchipuram,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Private-Self Financing"
"1-36242624990,ASIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,""294/2, ASIAN COLLEGE ROAD, KONDAYAMPALAYAM, NEAR SARAVANAMPATTI, COIMBATORE - 641 110"",Coimbatore North,COIMBATORE,COIMBATORE,Tamil Nadu,Private-Self Financing"
"1-36242788192,ANNAPOORANA ENGINEERING COLLEGE,""SANKARI MAIN ROAD, NH-47, PERIASEERAGAPADI"",Sankari,SALEM,SALEM,Tamil Nadu,Private-Self Financing"
"1-36245140182,SETHU INSTITUTE OF TECHNOLOGY,PULLOOR KARIAPATTI,Kariapatti,VIRUDHUNAGAR,VIRUDHUNAGAR,Tamil Nadu,Private-Self Financing"
"1-36245275577,A.K.T.MEMORIAL COLLEGE OF ENGINEERING & TECHNOLOGY,""NEELAMANGALAM ( POST), KALLAKURICHI-TK VILLUPURAM-DIST PIN-606 202 TAMIL NADU"",Kallakurichi,VILUPPURAM,VILUPPURAM,Tamil Nadu,Private-Self Financing"
"1-36246034497,ANNA UNIVERSITY REGIONAL CAMPUS COIMBATORE,""NAVAVOOR, MARUDHAMALAI ROAD, SOMAYAMPALAYAM, COIMBATORE-641046"",Coimbatore North,COIMBATORE,COIMBATORE,Tamil Nadu,State Government University"
"1-36246287880,UNIVERSITY COLLEGE OF ENGINEERING RAMANATHAPURAM,""EAST COAST ROAD,PULLANGUDI,RAMANATHAPUARAM 623513"",Ramanathapuram,RAMANATHAPURAM,RAMANATHAPURAM,Tamil Nadu,State Government University"
"1-36246600209,ANNAI TERESA COLLEGE OF ENGINEERING,""THIRUNAVALUR, ULUNDURPET TALUK"",Ulundurpet,VILUPPURAM,VILUPPURAM,Tamil Nadu,Private-Self Financing"
"1-36248550638,UNIVERSITY COLLEGE OF ENGINEERING,THIRUKKUVALAI,Thirukkuvalai,NAGAPATTINAM,NAGAPATTINAM,Tamil Nadu,Government"
"1-36249317980,UNIVERSITY COLLEGE OF ENGINEERING PATTUKKOTTAI,UNIVERSITY COLLEGE OF ENGINEERING PATTUKKOTTAI,Pattukkottai,THANJAVUR,THANJAVUR,Tamil Nadu,State Government University"
"1-36251570768,ANNA UNIVERSITY REGIONAL CAMPUS TIRUNELVELI,""ANNA UNIVERSITY REGIONAL CAMPUS, TIRUNELVELI- 600025"",Tirunelveli,CHENNAI,CHENNAI,Tamil Nadu,State Government University"
"1-36252194773,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY TIRUCHIRAPPALLI,""SRM NAGAR, TRICHY-CHENNAI NATIONAL HIGHWAY, NEAR SAMAYAPURAM, TIRUCHIRAPPALLI - 621105"",Tiruchirappalli,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,Tamil Nadu,Deemed to be University(Pvt)"
"1-36252376546,MAILAM ENGINEERING COLLEGE,""MAILAM, TINDIVANAM TALUK, VILLUPURAM DIST. PIN : 604 304."",Tindivanam,VILUPPURAM,VILUPPURAM,Tamil Nadu,Private-Self Financing"
"1-36252640188,ALAGAPPA CHETTIAR GOVERNMENT COLLEGE OF ENGINEERING AND TECHNOLOGY,KARAIKUDI SIVAGANGA DISTRICT PIN-630004 TAMILNADU,Karaikudi,SIVAGANGA,SIVAGANGA,Tamil Nadu,Government"
"1-36252679910,MRK INSTITUTE OF TECHNOLOGY,""NATTARMANGALAM & POST, KATTUMANNARKOIL, PIN:608301"",Kattumannarkoil,CUDDALORE,CUDDALORE,Tamil Nadu,Private-Self Financing"
"1-36253237426,SRI RAMANUJAR ENGINEERING COLLEGE,""VANDALUR, KOLAPAKKAM, CHENNAI, TAMIL NADU"",Vandalur,KANCHIPURAM,KANCHIPURAM,Tamil Nadu,Private-Self Financing"
"1-36253438694,VARUVAN VADIVELAN INSTITUTE OF TECHNOLOGY,""NH7 KRISHNAGIRI MAIN ROAD GUNDALAPATTY, DHARMAPURI. TAMILNADU"",Dharmapuri,DHARMAPURI,DHARMAPURI,Tamil Nadu,Private-Self Financing"
"1-36253786017,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,""VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY THOLURPATTI, THOTTIAM-621215 TRICHY(DT)."",Thottiyam,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,Tamil Nadu,Private-Self Financing"
"1-36253909633,BUILDERS ENGINEERING COLLEGE,EBET KNOWLEDGE PARK ERODE ROAD NATHAKADAIYUR KANGEYAM,Kangayam,TIRUPPUR,TIRUPPUR,Tamil Nadu,Private-Self Financing"
"1-36254529467,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,""CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY, NEAR CHECK POST, ODDANCHATRAM - 624 619, DINDIGUL DISTRICT, TAMILNADU."",Oddanchatram,DINDIGUL,DINDIGUL,Tamil Nadu,Private-Self Financing"
"1-36254931065,GOVERNMENT COLLEGE OF TECHNOLOGY,THADAGAM ROAD COIMBATORE,Coimbatore North,COIMBATORE,COIMBATORE,Tamil Nadu,Government"
"1-36255918696,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,GRT MAHALAKSHMI NAGAR CHENNAI-TIRUPATHI HIGH WAY TIRUTTANI-631209,Tiruttani,THIRUVALLUR,THIRUVALLUR,Tamil Nadu,Private-Self Financing"
"1-36256524501,A.R COLLEGE OF ENGINEERING & TECHNOLOGY,""KADAYAM-ALANGULAM ROAD, NEAR RAILWAY STATION, KADAYAM."",Alangulam,TIRUNELVELI,TIRUNELVELI,Tamil Nadu,Private-Self Financing"
"1-36259323632,T.J.S.ENGINEERING COLLEGE,""PERUVOYAL , NEAR KAVARAIPETTAI, GUMMIDIPOONDI TALUK, THIRUVALLUR DISTRICT - 601 206. TAMIL NADU."",Gummidipoondi,THIRUVALLUR,THIRUVALLUR,Tamil Nadu,Private-Self Financing"
"1-36259429942,SURYA GROUP OF INSTITUTIONS,""NH-45,GST ROAD,"",Viluppuram,VILUPPURAM,VILUPPURAM,Tamil Nadu,Private-Self Financing"
"1-36259601942,NOORUL ISLAM COLLEGE OF ENGINEERING AND TECHNOLOGY,PUNKARAI THIRUVITHAMCODE (P.O) K.K.DIST TAMIL NADU PINCODE-629174,Thiruvithamcode,KANYAKUMARI,KANYAKUMARI,Tamil Nadu,Private-Self Financing"
